area,data,coltura,bbch_min,bbch_max,fasi
Reggio Emilia,2026-05-28,MAIS,16,39,8 foglie-levata || 6-8 foglie-levata
Reggio Emilia,2026-05-28,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-05-28,OLIVO,60,69,fioritura
Reggio Emilia,2026-05-28,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-05-28,POMODORO_INDUSTRIA,0,73,pre-trapianto – allegagione 3° palco
Reggio Emilia,2026-05-28,SOIA,11,13,prime foglie vere a 2° foglia trilobata
Reggio Emilia,2026-05-28,VITE,60,71,fioritura - allegagione
Reggio Emilia,2026-06-04,MAIS,18,39,8 foglie-levata || da 8 foglie a levata
Reggio Emilia,2026-06-04,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-06-04,OLIVO,60,69,fioritura -allegagione
Reggio Emilia,2026-06-04,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-06-04,POMODORO_INDUSTRIA,0,73,pre-trapianto – allegagione 3° palco
Reggio Emilia,2026-06-04,SOIA,14,16,3-5° foglia trilobata
Reggio Emilia,2026-06-04,VITE,71,75,allegagione-acino dimensione pisello
Reggio Emilia,2026-06-11,MAIS,30,59,levata-spigatura
Reggio Emilia,2026-06-11,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-06-11,OLIVO,69,69,allegagione
Reggio Emilia,2026-06-11,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-06-11,POMODORO_INDUSTRIA,13,74,termine trapianti – allegagione 4° palco || fine trapianto – allegagione 4° palco
Reggio Emilia,2026-06-11,SOIA,15,59,4-6° foglia trilobata-chiusura interfila
Reggio Emilia,2026-06-11,VITE,77,77,pre chiusura grappolo
Reggio Emilia,2026-06-18,MAIS,51,59,emissione pennacchio
Reggio Emilia,2026-06-18,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-06-18,OLIVO,69,69,allegagione
Reggio Emilia,2026-06-18,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-06-18,POMODORO_INDUSTRIA,13,83,termine trapianto – invaiatura primo palco || termine trapianto – invaiatura primo palco fine trapianto
Reggio Emilia,2026-06-18,SOIA,17,59,6° foglia trilobata-chiusura interfila
Reggio Emilia,2026-06-18,VITE,77,79,chiusura grappolo
Reggio Emilia,2026-06-25,MAIS,51,59,emissione pennacchio
Reggio Emilia,2026-06-25,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-06-25,OLIVO,71,79,accrescimento frutti
Reggio Emilia,2026-06-25,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-06-25,POMODORO_INDUSTRIA,71,83,accrescimento- invaiatura secondo palco || t accrescimento invaiatura secondo palco
Reggio Emilia,2026-06-25,SOIA,17,59,6° foglia trilobata-chiusura interfila
Reggio Emilia,2026-06-25,VITE,77,79,chiusura grappolo
Reggio Emilia,2026-07-02,MAIS,51,59,emissione pennacchio
Reggio Emilia,2026-07-02,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-07-02,OLIVO,69,79,allegagione || accrescimento frutti
Reggio Emilia,2026-07-02,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-07-02,POMODORO_INDUSTRIA,71,83,accrescimento- invaiatura ultimo palco
Reggio Emilia,2026-07-02,SOIA,60,61,inizio fioritura
Reggio Emilia,2026-07-02,VITE,77,79,chiusura grappolo
Reggio Emilia,2026-07-09,MAIS,73,75,maturazione lattea
Reggio Emilia,2026-07-09,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-07-09,OLIVO,69,79,allegagione || accrescimento frutti
Reggio Emilia,2026-07-09,PERO,71,79,ingrossamento frutti
Reggio Emilia,2026-07-09,POMODORO_INDUSTRIA,71,83,accrescimento- invaiatura ultimo palco cv.precocissime || accrescimento- invaiatura ultimo palco
Reggio Emilia,2026-07-09,SOIA,60,75,fioritura-formazione baccelli
Reggio Emilia,2026-07-09,VITE,77,81,chiusura grappolo-inizio invaiatura
Reggio Emilia,2026-07-16,MAIS,83,85,maturazione cerosa
Reggio Emilia,2026-07-16,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-07-16,OLIVO,71,79,accrescimento frutto
Reggio Emilia,2026-07-16,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Reggio Emilia,2026-07-16,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione
Reggio Emilia,2026-07-16,SOIA,69,75,formazione baccelli
Reggio Emilia,2026-07-16,VITE,77,81,chiusura grappolo-inizio invaiatura
Reggio Emilia,2026-07-23,MAIS,83,85,maturazione cerosa
Reggio Emilia,2026-07-23,MELO,71,79,accrescimento frutti
Reggio Emilia,2026-07-23,OLIVO,71,79,accrescimento frutto
Reggio Emilia,2026-07-23,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Reggio Emilia,2026-07-23,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione(cv.precoci) || accrescimento- maturazione
Reggio Emilia,2026-07-23,SOIA,69,79,formazione baccelli-riempimento semi || formazione baccelli
Reggio Emilia,2026-07-23,VITE,77,83,chiusura grappolo-invaiatura
Reggio Emilia,2026-07-30,MAIS,83,85,maturazione cerosa
Reggio Emilia,2026-07-30,MELO,71,89,accrescimento frutti-maturazione
Reggio Emilia,2026-07-30,OLIVO,71,79,accrescimento frutto
Reggio Emilia,2026-07-30,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Reggio Emilia,2026-07-30,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione
Reggio Emilia,2026-07-30,SOIA,69,79,formazione baccelli-riempimento semi || formazione baccelli
Reggio Emilia,2026-07-30,VITE,81,83,invaiatura
Reggio Emilia,2026-08-06,MAIS,83,85,maturazione cerosa
Reggio Emilia,2026-08-06,MELO,71,89,accrescimento frutti-maturazione
Reggio Emilia,2026-08-06,OLIVO,71,79,accrescimento frutto
Reggio Emilia,2026-08-06,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Reggio Emilia,2026-08-06,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione
Reggio Emilia,2026-08-06,SOIA,69,79,formazione baccelli-riempimento semi || formazione baccelli
Reggio Emilia,2026-08-06,VITE,81,85,invaiatura-inizio maturazione || invaiatura
Reggio Emilia,2026-08-20,MELO,71,89,accrescimento frutti-maturazione
Reggio Emilia,2026-08-20,OLIVO,71,79,accrescimento frutto
Reggio Emilia,2026-08-20,PERO,71,89,ingrossamento frutti-maturazione || ingrossamento frutti
Reggio Emilia,2026-08-20,POMODORO_INDUSTRIA,71,89,accrescimento- maturazione
Reggio Emilia,2026-08-20,SOIA,69,79,riempimento semi || formazione baccelli
Reggio Emilia,2026-08-20,VITE,85,89,maturazione
